"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U970","2020-04-09 19:00:00","7.000","0.000","0.000","19.400","0.750","1020.400","","0.000","-99.000","-99.000","-99.000","22.700","","17.900",""
"C0R340","2020-04-09 19:00:00","230.000","25.000","2.200","19.700","0.780","990.500","","0.000","-99.000","-99.000","-99.000","27.100","","16.800",""
"C0M750","2020-04-09 19:00:00","10.000","12.000","4.500","21.000","0.820","1015.300","","0.000","-99.000","-99.000","-99.000","25.500","","18.700",""
"C0I110","2020-04-09 19:00:00","161.000","303.000","0.800","22.900","0.720","998.600","","0.000","-99.000","-99.000","-99.000","27.200","","18.800",""
"C0V370","2020-04-09 19:00:00","74.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0C690","2020-04-09 19:00:00","242.000","91.000","2.300","18.400","0.660","991.100","","0.500","-99.000","-99.000","-99.000","21.600","","16.100",""
"C0A540","2020-04-09 19:00:00","401.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA60","2020-04-09 19:00:00","6.000","351.000","2.700","21.000","0.700","1017.400","","0.000","-99.000","-99.000","-99.000","26.800","","19.200",""
"C0H950","2020-04-09 19:00:00","192.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0O960","2020-04-09 19:00:00","112.000","348.000","1.400","22.800","0.670","1002.400","","0.000","-99.000","-99.000","-99.000","28.100","","17.500",""
"C0E880","2020-04-09 19:00:00","507.000","61.000","5.000","17.400","0.910","959.200","","0.000","-99.000","-99.000","-99.000","22.200","","14.700",""
"C0AH10","2020-04-09 19:00:00","30.000","88.000","3.200","21.100","0.760","1015.800","","0.500","8.700","71.000","","23.300","","18.400",""
"C0R680","2020-04-09 19:00:00","13.000","34.000","3.200","22.900","0.710","1015.700","","0.000","9.100","60.000","","27.200","","20.300",""
"C0X210","2020-04-09 19:00:00","38.000","349.000","2.300","21.900","0.780","1010.400","","0.000","-99.000","-99.000","-99.000","26.800","","18.200",""
"C0D430","2020-04-09 19:00:00","87.000","0.000","0.000","20.000","0.730","1006.500","","0.000","-99.000","-99.000","-99.000","25.900","","16.600",""
"C0AD30","2020-04-09 19:00:00","20.000","79.000","2.000","21.000","0.640","1015.200","","1.000","-99.000","-99.000","-99.000","23.700","","18.000",""
"C0R240","2020-04-09 19:00:00","87.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AI30","2020-04-09 19:00:00","26.000","76.000","4.100","20.700","0.780","1017.400","","2.500","-99.000","-99.000","-99.000","22.400","","17.900",""
"C0U960","2020-04-09 19:00:00","1885.000","3.000","2.900","4.400","1.000","817.500","","0.500","-99.000","-99.000","-99.000","11.300","","3.800",""
"C0T9E0","2020-04-09 19:00:00","415.000","0.000","0.100","16.900","0.800","973.300","","0.000","-99.000","-99.000","-99.000","18.800","","16.700",""
"C0D550","2020-04-09 19:00:00","1956.000","0.000","0.000","9.200","0.960","813.500","","0.000","-99.000","-99.000","-99.000","13.200","","9.200",""
"C0C630","2020-04-09 19:00:00","209.000","49.000","4.000","18.900","0.730","994.500","","0.000","9.400","54.000","","21.800","","16.400",""
"C0AI40","2020-04-09 19:00:00","37.000","72.000","2.000","21.100","0.630","1015.700","","2.000","-99.000","-99.000","-99.000","23.600","","17.900",""
"C0I480","2020-04-09 19:00:00","2165.000","0.000","0.000","7.700","0.990","790.600","","0.500","-99.000","-99.000","-99.000","14.200","","7.700",""
"C0G910","2020-04-09 19:00:00","42.000","348.000","4.200","21.700","0.800","1010.400","","0.000","-99.000","-99.000","-99.000","27.000","","18.100",""
"C0X080","2020-04-09 19:00:00","2.000","15.000","3.400","21.300","0.800","1016.200","","0.000","-99.000","-99.000","-99.000","28.000","","17.900",""
"C0AH00","2020-04-09 19:00:00","38.000","97.000","1.400","20.200","0.750","1015.200","","1.000","-99.000","-99.000","-99.000","22.000","","17.100",""
"C0V700","2020-04-09 19:00:00","24.000","246.000","1.600","24.800","0.730","1012.700","","0.000","-99.000","-99.000","-99.000","27.000","","20.600",""
"C0AD00","2020-04-09 19:00:00","86.000","83.000","1.700","19.800","0.770","1009.800","","0.500","-99.000","-99.000","-99.000","22.300","","17.700",""
"C0O900","2020-04-09 19:00:00","9.000","358.000","3.000","22.200","0.910","1015.600","","0.000","-99.000","-99.000","-99.000","27.500","","18.000",""
"C0R570","2020-04-09 19:00:00","37.000","47.000","2.000","24.700","0.730","1010.900","","0.000","-99.000","-99.000","-99.000","28.900","","20.600",""
"C0AG90","2020-04-09 19:00:00","25.000","81.000","1.300","21.100","0.720","1017.400","","1.500","-99.000","-99.000","-99.000","23.500","","18.100",""
"C0V760","2020-04-09 19:00:00","30.000","310.000","0.300","25.500","0.620","1013.200","","0.000","-99.000","-99.000","-99.000","28.300","","19.600",""
"C0R320","2020-04-09 19:00:00","7.000","63.000","9.100","22.700","0.640","1015.900","","0.000","15.600","79.000","","28.900","","19.300",""
"C0O860","2020-04-09 19:00:00","38.000","345.000","0.900","23.300","0.770","1011.300","","0.000","-99.000","-99.000","-99.000","28.200","","18.400",""
"C0U950","2020-04-09 19:00:00","1012.000","32.000","4.200","11.800","1.000","907.800","","0.500","-99.000","-99.000","-99.000","15.300","","10.200",""
"C0R260","2020-04-09 19:00:00","76.000","64.000","2.000","24.100","0.670","1007.100","","0.000","-99.000","-99.000","-99.000","30.000","","19.800",""
"C0G880","2020-04-09 19:00:00","92.000","326.000","1.500","21.900","0.750","1005.700","","0.000","-99.000","-99.000","-99.000","27.000","","18.300",""
"C0R520","2020-04-09 19:00:00","18.000","200.000","1.600","25.000","0.770","1014.300","","0.000","-99.000","-99.000","-99.000","28.000","","20.500",""
"C0O810","2020-04-09 19:00:00","161.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E790","2020-04-09 19:00:00","344.000","88.000","1.300","20.400","0.680","976.700","","0.000","-99.000","-99.000","-99.000","25.600","","17.100",""
"C0F9Y0","2020-04-09 19:00:00","3313.000","213.000","3.400","1.900","0.700","686.600","","0.000","-99.000","-99.000","-99.000","10.300","","1.100",""
"C0S930","2020-04-09 19:00:00","248.000","0.000","0.200","18.200","0.920","991.100","","0.000","-99.000","-99.000","-99.000","22.000","","17.500",""
"C0M770","2020-04-09 19:00:00","164.000","4.000","1.300","21.300","0.790","997.100","","0.000","-99.000","-99.000","-99.000","26.000","","17.500",""
"C0R470","2020-04-09 19:00:00","103.000","180.000","1.500","25.700","0.640","1004.900","","0.000","-99.000","-99.000","-99.000","29.600","","19.500",""
"C0V350","2020-04-09 19:00:00","36.000","210.000","1.300","24.900","0.710","1013.100","","0.000","-99.000","-99.000","-99.000","30.600","","18.700",""
"CM0160","2020-04-09 19:00:00","159.000","9.000","1.100","22.100","0.640","999.400","","0.000","-99.000","-99.000","-99.000","29.800","","17.700",""
"C0V500","2020-04-09 19:00:00","6.000","0.000","0.000","24.200","0.730","1014.100","","0.000","-99.000","-99.000","-99.000","27.100","","20.800",""
"C0SA30","2020-04-09 19:00:00","92.000","354.000","2.200","21.400","0.570","1008.700","","0.000","-99.000","-99.000","-99.000","22.800","","19.800",""
"C0U710","2020-04-09 19:00:00","1942.000","267.000","0.700","4.600","0.990","811.000","","0.500","-99.000","-99.000","-99.000","10.100","","4.600",""
"C0Z100","2020-04-09 19:00:00","36.000","243.000","0.900","20.100","0.770","1017.100","","0.000","-99.000","-99.000","-99.000","22.200","","18.400",""
"C0Z170","2020-04-09 19:00:00","199.000","267.000","0.800","18.500","0.890","998.500","","0.000","-99.000","-99.000","-99.000","22.300","","18.500",""
"C0K430","2020-04-09 19:00:00","30.000","342.000","1.500","20.400","0.970","1014.000","","0.000","9.400","343.000","","25.300","","17.500",""
"C0S960","2020-04-09 19:00:00","32.000","304.000","1.200","21.800","0.760","1014.700","","0.000","-99.000","-99.000","-99.000","25.600","","20.600",""
"C0T9M0","2020-04-09 19:00:00","92.000","316.000","2.600","20.200","0.750","1010.300","","0.000","-99.000","-99.000","-99.000","21.700","","19.800",""
"C0AI00","2020-04-09 19:00:00","188.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AC40","2020-04-09 19:00:00","1079.000","312.000","2.500","11.100","0.990","897.100","","4.000","-99.000","-99.000","-99.000","14.700","","9.200",""
"C0A930","2020-04-09 19:00:00","216.000","165.000","1.200","18.000","0.850","993.700","","2.500","-99.000","-99.000","-99.000","21.000","","15.300",""
"C0A640","2020-04-09 19:00:00","241.000","0.000","0.000","17.300","0.830","994.400","","0.500","-99.000","-99.000","-99.000","20.700","","15.300",""
"C0I420","2020-04-09 19:00:00","305.000","189.000","0.900","23.600","0.500","981.200","","0.000","-99.000","-99.000","-99.000","27.400","","18.500",""
"C0R170","2020-04-09 19:00:00","26.000","203.000","0.400","24.000","0.740","1013.400","","0.000","-99.000","-99.000","-99.000","29.900","","19.800",""
"C0M530","2020-04-09 19:00:00","1385.000","0.000","0.000","14.300","0.990","871.100","","0.000","-99.000","-99.000","-99.000","18.900","","13.100",""
"C0H960","2020-04-09 19:00:00","120.000","129.000","0.300","23.000","0.670","1001.100","","0.000","-99.000","-99.000","-99.000","27.900","","18.500",""
"C0V620","2020-04-09 19:00:00","18.000","327.000","1.200","23.700","0.720","1014.100","","0.000","-99.000","-99.000","-99.000","26.600","","19.100",""
"C0X280","2020-04-09 19:00:00","22.000","24.000","4.600","21.600","0.760","1014.300","","0.000","-99.000","-99.000","-99.000","25.000","","18.800",""
"C0AH40","2020-04-09 19:00:00","426.000","30.000","2.000","17.500","0.890","968.500","","2.000","8.400","23.000","","20.100","","15.400",""
"C0T9A0","2020-04-09 19:00:00","498.000","277.000","0.500","16.300","0.960","963.200","","0.000","-99.000","-99.000","-99.000","19.500","","16.000",""
"C0K390","2020-04-09 19:00:00","31.000","10.000","2.900","20.800","0.850","1012.900","","0.000","-99.000","-99.000","-99.000","25.700","","17.800",""
"C0I540","2020-04-09 19:00:00","3344.000","-99.000","-99.000","0.800","1.000","681.000","","-99.000","-99.000","-99.000","-99.000","3.500","","0.800",""
"C0G890","2020-04-09 19:00:00","24.000","12.000","6.700","21.300","0.890","1013.400","","0.000","13.900","10.000","","25.300","","19.100",""
"C0G720","2020-04-09 19:00:00","50.000","347.000","2.700","21.000","0.820","1010.100","","0.000","-99.000","-99.000","-99.000","26.000","","17.800",""
"C0UA40","2020-04-09 19:00:00","1121.000","48.000","1.400","11.300","0.990","894.700","","0.500","-99.000","-99.000","-99.000","13.000","","10.900",""
"C0V400","2020-04-09 19:00:00","56.000","34.000","1.100","25.300","0.580","1009.100","","0.000","-99.000","-99.000","-99.000","28.200","","18.900",""
"C0X130","2020-04-09 19:00:00","27.000","350.000","2.700","22.800","0.740","1012.700","","0.000","-99.000","-99.000","-99.000","27.800","","18.900",""
"C0A520","2020-04-09 19:00:00","48.000","59.000","3.700","20.800","0.700","1014.200","","0.000","-99.000","-99.000","-99.000","23.200","","17.700",""
"C0U870","2020-04-09 19:00:00","474.000","0.000","0.000","15.700","0.890","966.800","","0.000","-99.000","-99.000","-99.000","19.800","","15.600",""
"C0S690","2020-04-09 19:00:00","522.000","24.000","0.800","17.400","0.910","959.300","","0.000","-99.000","-99.000","-99.000","25.000","","17.300",""
"C0R150","2020-04-09 19:00:00","105.000","222.000","0.400","24.100","0.760","1003.000","","0.000","-99.000","-99.000","-99.000","30.600","","19.700",""
"C0K560","2020-04-09 19:00:00","117.000","326.000","0.300","22.000","0.710","1003.600","","0.000","-99.000","-99.000","-99.000","27.800","","17.000",""
"C0X100","2020-04-09 19:00:00","10.000","333.000","3.000","22.900","0.690","1013.300","","0.000","-99.000","-99.000","-99.000","27.000","","19.400",""
"C0K460","2020-04-09 19:00:00","60.000","1.000","2.700","21.400","0.800","1008.600","","0.000","-99.000","-99.000","-99.000","25.800","","18.100",""
"C0M740","2020-04-09 19:00:00","15.000","360.000","2.400","20.900","0.840","1014.100","","0.000","-99.000","-99.000","-99.000","26.000","","17.700",""
"C0SA10","2020-04-09 19:00:00","411.000","54.000","0.500","16.800","0.900","971.700","","0.000","-99.000","-99.000","-99.000","22.700","","16.400",""
"C0C660","2020-04-09 19:00:00","176.000","47.000","3.800","19.600","0.720","998.200","","0.000","10.300","50.000","","22.300","","17.400",""
"C0R620","2020-04-09 19:00:00","34.000","29.000","4.800","23.100","0.760","1013.500","","0.000","13.000","25.000","","27.500","","21.500",""
"C0R700","2020-04-09 19:00:00","19.000","60.000","6.500","23.200","0.630","1014.400","","0.000","12.200","47.000","","26.600","","19.700",""
"C0F0B0","2020-04-09 19:00:00","311.000","82.000","0.700","20.900","0.610","981.200","","0.000","-99.000","-99.000","-99.000","25.300","","17.300",""
"C0T9I0","2020-04-09 19:00:00","152.000","213.000","0.800","18.600","0.800","1003.100","","0.500","-99.000","-99.000","-99.000","21.200","","18.200",""
"C0O980","2020-04-09 19:00:00","18.000","356.000","1.900","23.000","0.680","1015.300","","0.000","-99.000","-99.000","-99.000","29.100","","18.100",""
"C0R270","2020-04-09 19:00:00","51.000","146.000","1.800","23.700","0.800","1009.000","","0.000","-99.000","-99.000","-99.000","28.300","","21.000",""
"C0T9H0","2020-04-09 19:00:00","725.000","351.000","2.900","14.400","0.990","938.300","","0.000","-99.000","-99.000","-99.000","16.800","","13.600",""
"C0O840","2020-04-09 19:00:00","134.000","341.000","1.000","21.300","0.740","999.200","","0.000","-99.000","-99.000","-99.000","27.000","","17.100",""
"C0R530","2020-04-09 19:00:00","16.000","180.000","3.500","24.500","0.690","1014.000","","0.000","-99.000","-99.000","-99.000","26.000","","20.400",""
"C0G870","2020-04-09 19:00:00","12.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M820","2020-04-09 19:00:00","980.000","200.000","1.500","18.200","0.780","908.500","","0.000","-99.000","-99.000","-99.000","22.200","","14.900",""
"C0F9S0","2020-04-09 19:00:00","43.000","349.000","3.000","22.500","0.660","1011.400","","0.000","-99.000","-99.000","-99.000","27.700","","19.300",""
"C0R160","2020-04-09 19:00:00","45.000","206.000","2.000","24.300","0.840","1010.400","","0.000","-99.000","-99.000","-99.000","28.900","","19.200",""
"C0A950","2020-04-09 19:00:00","60.000","57.000","5.100","20.600","0.730","1013.400","","2.500","-99.000","-99.000","-99.000","22.800","","17.000",""
"C0F9L0","2020-04-09 19:00:00","253.000","41.000","2.500","21.200","0.630","987.200","","0.000","-99.000","-99.000","-99.000","25.700","","17.700",""
"C0R550","2020-04-09 19:00:00","38.000","149.000","1.300","24.600","0.740","1012.400","","0.000","-99.000","-99.000","-99.000","28.400","","18.800",""
"C0V530","2020-04-09 19:00:00","34.000","350.000","1.200","24.100","0.570","1011.900","","0.000","-99.000","-99.000","-99.000","28.600","","18.100",""
"C0AI10","2020-04-09 19:00:00","76.000","211.000","0.700","19.300","0.760","1010.500","","1.500","-99.000","-99.000","-99.000","22.900","","16.200",""
"C0F9U0","2020-04-09 19:00:00","74.000","296.000","1.100","23.100","0.650","1007.700","","0.000","-99.000","-99.000","-99.000","27.700","","19.700",""
"C0V680","2020-04-09 19:00:00","40.000","229.000","0.700","26.100","0.600","1011.300","","0.000","-99.000","-99.000","-99.000","28.000","","19.300",""
"C0Z290","2020-04-09 19:00:00","946.000","0.000","0.100","12.800","1.000","913.900","","0.000","-99.000","-99.000","-99.000","16.600","","12.800",""
"CM0120","2020-04-09 19:00:00","4.000","33.000","6.000","21.400","0.740","1016.100","","0.000","13.300","29.000","","23.700","","19.700",""
"C0G760","2020-04-09 19:00:00","53.000","318.000","1.000","21.200","0.990","1012.600","","0.000","-99.000","-99.000","-99.000","27.500","","18.100",""
"C0K450","2020-04-09 19:00:00","35.000","352.000","3.000","20.800","0.800","1011.700","","0.000","-99.000","-99.000","-99.000","25.800","","17.800",""
"C0E820","2020-04-09 19:00:00","220.000","0.000","0.200","18.900","0.760","992.100","","0.000","-99.000","-99.000","-99.000","24.200","","16.000",""
"C0A530","2020-04-09 19:00:00","300.000","25.000","1.200","17.000","0.990","985.600","","0.500","-99.000","-99.000","-99.000","21.300","","15.200",""
"C0M520","2020-04-09 19:00:00","15.000","20.000","3.600","20.800","0.820","1014.300","","0.000","-99.000","-99.000","-99.000","25.800","","17.700",""
"C0K240","2020-04-09 19:00:00","1132.000","164.000","1.800","16.100","0.990","894.700","","0.000","-99.000","-99.000","-99.000","22.700","","14.800",""
"C0V210","2020-04-09 19:00:00","734.000","170.000","1.700","20.600","0.730","935.100","","0.000","-99.000","-99.000","-99.000","27.100","","16.800",""
"C0Z320","2020-04-09 19:00:00","646.000","286.000","0.400","13.900","1.000","946.400","","6.000","-99.000","-99.000","-99.000","18.700","","13.300",""
"C0R600","2020-04-09 19:00:00","766.000","51.000","1.200","19.000","0.950","930.500","","0.000","-99.000","-99.000","-99.000","23.100","","17.800",""
"C0S900","2020-04-09 19:00:00","27.000","357.000","3.000","23.900","0.710","1015.700","","1.500","9.600","5.000","","26.700","","22.000",""
"C0SA00","2020-04-09 19:00:00","466.000","292.000","1.100","17.800","0.960","965.600","","0.000","-99.000","-99.000","-99.000","24.000","","16.400",""
"C0V730","2020-04-09 19:00:00","33.000","214.000","2.100","25.200","0.640","1013.000","","0.000","-99.000","-99.000","-99.000","28.900","","20.500",""
"C0G730","2020-04-09 19:00:00","27.000","9.000","4.100","20.400","0.930","1014.100","","0.000","10.200","17.000","","24.500","","17.600",""
"C0Z300","2020-04-09 19:00:00","182.000","0.000","0.200","18.100","0.990","1000.100","","3.000","-99.000","-99.000","-99.000","20.900","","17.800",""
"C0H9A0","2020-04-09 19:00:00","1595.000","79.000","0.300","12.900","0.970","848.600","","0.000","-99.000","-99.000","-99.000","20.200","","11.400",""
"C0S840","2020-04-09 19:00:00","22.000","320.000","0.800","22.300","0.650","1017.500","","0.000","-99.000","-99.000","-99.000","26.200","","19.000",""
"C0E420","2020-04-09 19:00:00","19.000","41.000","2.900","21.000","0.620","1013.600","","0.000","-99.000","-99.000","-99.000","24.900","","17.800",""
"C0I460","2020-04-09 19:00:00","110.000","24.000","1.900","23.700","0.610","1003.800","","0.000","-99.000","-99.000","-99.000","27.600","","19.100",""
"C0A9F0","2020-04-09 19:00:00","35.000","114.000","0.700","20.300","0.740","1016.300","","1.500","-99.000","-99.000","-99.000","23.400","","17.500",""
"C0F9A0","2020-04-09 19:00:00","425.000","24.000","0.500","21.300","0.560","968.000","","0.000","-99.000","-99.000","-99.000","25.700","","17.200",""
"C0O950","2020-04-09 19:00:00","4.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M760","2020-04-09 19:00:00","40.000","343.000","1.300","21.500","0.790","1012.100","","0.000","-99.000","-99.000","-99.000","27.200","","18.100",""
"C0AH70","2020-04-09 19:00:00","34.000","84.000","1.800","20.700","0.640","1016.300","","1.500","-99.000","-99.000","-99.000","23.200","","18.000",""
"C0V250","2020-04-09 19:00:00","298.000","159.000","1.000","21.700","0.720","981.700","","0.000","-99.000","-99.000","-99.000","30.100","","17.700",""
"C0U980","2020-04-09 19:00:00","573.000","202.000","1.400","14.300","0.940","955.900","","0.000","-99.000","-99.000","-99.000","20.100","","13.600",""
"C0S740","2020-04-09 19:00:00","289.000","19.000","2.100","17.800","0.870","987.000","","0.000","-99.000","-99.000","-99.000","20.900","","16.600",""
"C0A940","2020-04-09 19:00:00","49.000","68.000","0.700","18.700","0.820","1014.700","","3.000","-99.000","-99.000","-99.000","22.900","","15.800",""
"C0A920","2020-04-09 19:00:00","196.000","90.000","2.400","17.900","0.810","996.800","","0.500","-99.000","-99.000","-99.000","21.500","","15.500",""
"C0T870","2020-04-09 19:00:00","135.000","122.000","0.400","17.800","0.970","1004.000","","0.000","-99.000","-99.000","-99.000","20.000","","17.200",""
"C0O930","2020-04-09 19:00:00","69.000","264.000","0.700","22.600","0.740","1007.800","","0.000","-99.000","-99.000","-99.000","29.900","","17.800",""
"C0R190","2020-04-09 19:00:00","32.000","146.000","0.400","24.800","0.770","1012.000","","0.000","-99.000","-99.000","-99.000","29.300","","19.500",""
"C0I010","2020-04-09 19:00:00","1562.000","303.000","0.800","12.900","0.930","850.900","","0.000","-99.000","-99.000","-99.000","20.500","","12.200",""
"C0F930","2020-04-09 19:00:00","100.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X180","2020-04-09 19:00:00","62.000","357.000","1.300","23.200","0.690","1007.900","","0.000","-99.000","-99.000","-99.000","28.000","","17.900",""
"C0ACA0","2020-04-09 19:00:00","25.000","72.000","2.300","20.300","0.650","1015.500","","2.000","8.200","54.000","","23.300","","17.800",""
"C0X260","2020-04-09 19:00:00","39.000","351.000","2.100","21.200","0.840","1012.500","","0.000","-99.000","-99.000","-99.000","26.300","","17.600",""
"C0K500","2020-04-09 19:00:00","12.000","6.000","4.200","20.700","0.870","1014.000","","0.000","-99.000","-99.000","-99.000","25.800","","17.800",""
"CM0010","2020-04-09 19:00:00","68.000","0.000","0.000","19.700","0.690","1012.500","","1.000","-99.000","-99.000","-99.000","22.300","","17.300",""
"C0O990","2020-04-09 19:00:00","18.000","319.000","0.700","23.100","0.770","1013.800","","0.000","-99.000","-99.000","-99.000","28.700","","18.400",""
"C0E430","2020-04-09 19:00:00","258.000","178.000","1.500","17.900","0.840","991.300","","0.000","-99.000","-99.000","-99.000","22.900","","16.100",""
"C0D390","2020-04-09 19:00:00","146.000","0.000","0.000","19.300","0.740","999.500","","0.000","-99.000","-99.000","-99.000","23.700","","16.800",""
"C0T9F0","2020-04-09 19:00:00","251.000","265.000","0.600","18.300","0.750","990.900","","0.000","-99.000","-99.000","-99.000","21.000","","18.100",""
"C0R350","2020-04-09 19:00:00","35.000","45.000","5.400","22.800","0.730","1012.500","","0.000","14.000","45.000","","28.100","","18.400",""
"C0K550","2020-04-09 19:00:00","15.000","350.000","2.600","20.700","0.840","1015.100","","0.000","-99.000","-99.000","-99.000","25.900","","18.000",""
"C0C670","2020-04-09 19:00:00","250.000","43.000","3.000","18.300","0.750","989.900","","0.000","8.700","46.000","","21.200","","16.000",""
"C0A980","2020-04-09 19:00:00","11.000","85.000","2.300","20.400","0.660","1019.100","","1.500","-99.000","-99.000","-99.000","24.200","","17.300",""
"C0UA60","2020-04-09 19:00:00","566.000","317.000","2.300","16.000","0.760","954.800","","0.000","-99.000","-99.000","-99.000","22.100","","15.400",""
"C0V720","2020-04-09 19:00:00","15.000","207.000","1.700","25.600","0.650","1014.500","","0.000","-99.000","-99.000","-99.000","28.400","","21.600",""
"C0C480","2020-04-09 19:00:00","105.000","123.000","1.300","20.000","0.680","1006.900","","0.000","-99.000","-99.000","-99.000","24.600","","17.200",""
"C0C650","2020-04-09 19:00:00","208.000","42.000","3.000","18.200","0.770","994.400","","0.000","-99.000","-99.000","-99.000","21.000","","16.000",""
"C0F9I0","2020-04-09 19:00:00","194.000","15.000","2.600","19.900","0.840","993.700","","0.000","-99.000","-99.000","-99.000","25.700","","17.300",""
"C0T820","2020-04-09 19:00:00","550.000","140.000","0.500","17.800","0.680","960.500","","0.000","-99.000","-99.000","-99.000","22.400","","16.100",""
"C0S890","2020-04-09 19:00:00","238.000","353.000","1.400","18.600","0.840","994.800","","0.000","-99.000","-99.000","-99.000","21.800","","17.600",""
"C0G840","2020-04-09 19:00:00","32.000","8.000","1.300","20.900","0.850","1012.000","","0.000","-99.000","-99.000","-99.000","26.400","","17.400",""
"C0V710","2020-04-09 19:00:00","34.000","288.000","1.100","25.200","0.670","1012.100","","0.000","-99.000","-99.000","-99.000","27.000","","20.400",""
"C0X140","2020-04-09 19:00:00","17.000","4.000","1.300","22.700","0.710","1014.200","","0.000","-99.000","-99.000","-99.000","28.000","","19.100",""
"C0C680","2020-04-09 19:00:00","228.000","101.000","2.600","18.200","0.750","991.200","","0.500","-99.000","-99.000","-99.000","21.200","","15.600",""
"C0D360","2020-04-09 19:00:00","523.000","0.000","0.000","15.900","0.900","956.800","","1.000","-99.000","-99.000","-99.000","20.700","","14.400",""
"C0C710","2020-04-09 19:00:00","143.000","153.000","1.400","18.900","0.790","1002.600","","0.000","-99.000","-99.000","-99.000","22.800","","16.400",""
"C0Z190","2020-04-09 19:00:00","62.000","317.000","1.500","20.300","0.880","1012.200","","0.000","-99.000","-99.000","-99.000","21.900","","19.500",""
"C0Z020","2020-04-09 19:00:00","211.000","16.000","2.900","17.700","0.990","994.400","","0.500","-99.000","-99.000","-99.000","20.400","","17.600",""
"C0I380","2020-04-09 19:00:00","258.000","0.000","0.000","22.300","0.680","985.900","","0.000","-99.000","-99.000","-99.000","26.700","","18.000",""
"C0D560","2020-04-09 19:00:00","147.000","51.000","1.100","20.100","0.680","1001.100","","0.000","7.000","36.000","","25.000","","17.500",""
"C0Z220","2020-04-09 19:00:00","589.000","0.000","0.100","16.200","0.860","954.200","","0.500","-99.000","-99.000","-99.000","20.300","","15.200",""
"C0R220","2020-04-09 19:00:00","23.000","236.000","1.000","24.500","0.910","1013.700","","0.000","-99.000","-99.000","-99.000","28.100","","20.800",""
"C0A870","2020-04-09 19:00:00","685.000","80.000","7.100","14.300","1.000","939.600","","2.500","-99.000","-99.000","-99.000","17.000","","12.200",""
"C0V670","2020-04-09 19:00:00","20.000","292.000","0.600","25.100","0.660","1013.700","","0.000","-99.000","-99.000","-99.000","27.300","","20.000",""
"C0G770","2020-04-09 19:00:00","15.000","17.000","1.900","22.100","0.790","1014.700","","0.000","-99.000","-99.000","-99.000","25.900","","19.500",""
"C0C540","2020-04-09 19:00:00","46.000","65.000","2.500","19.300","0.710","1013.900","","0.000","-99.000","-99.000","-99.000","23.800","","17.600",""
"C0F9O0","2020-04-09 19:00:00","175.000","11.000","0.400","22.700","0.570","996.100","","0.000","-99.000","-99.000","-99.000","27.800","","18.300",""
"C0Z230","2020-04-09 19:00:00","31.000","320.000","1.900","21.400","0.570","1016.900","","0.000","-99.000","-99.000","-99.000","23.200","","19.800",""
"C0U900","2020-04-09 19:00:00","63.000","281.000","0.800","19.100","0.920","1014.400","","0.000","-99.000","-99.000","-99.000","22.300","","18.100",""
"C0X200","2020-04-09 19:00:00","61.000","291.000","0.900","23.500","0.650","1009.000","","0.000","-99.000","-99.000","-99.000","27.300","","17.600",""
"C0G640","2020-04-09 19:00:00","17.000","17.000","2.600","20.900","0.820","1017.200","","0.000","-99.000","-99.000","-99.000","25.100","","18.100",""
"C0Z080","2020-04-09 19:00:00","298.000","0.000","0.000","17.300","0.840","985.400","","0.000","-99.000","-99.000","-99.000","23.300","","17.100",""
"C0U770","2020-04-09 19:00:00","5.000","330.000","5.100","21.200","0.570","1019.400","","0.000","-99.000","-99.000","-99.000","23.000","","18.600",""
"C0Z210","2020-04-09 19:00:00","126.000","0.000","0.000","18.300","0.980","1006.500","","0.000","-99.000","-99.000","-99.000","21.500","","17.800",""
"C0V690","2020-04-09 19:00:00","30.000","0.000","0.200","24.900","0.680","1013.400","","0.000","-99.000","-99.000","-99.000","26.800","","20.500",""
"C0O970","2020-04-09 19:00:00","71.000","321.000","1.600","22.900","0.660","1008.000","","0.000","-99.000","-99.000","-99.000","29.100","","17.600",""
